title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,mpn-alt,upc-alt,condition_score-alt,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score,estimated_revenue
SANNCE 8CH 8MP NVR 4K HD POE IP Home Video Recorder for Security Camera System,Sannce,SU-N98PBD000-OP,,Video Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$323.99,,$0.00,$0.00,0,Premium ($200–$500),5.783794,$40.50,$155.00,$100.00,SU-N98PBD000-OP,,642.98,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,54.16,Seller_29,Flanders,NJ,United States,162,60,0.7297,0,2,99.5,"$50,218.45"
ANNKE 3K Lite 8CH DVR 1080P Video Security Camera System AI Human Detection CCTV,Annke,DW81KT-T1FD,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$147.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.003879,$18.50,$18.00,$100.00,DW81KT-T1FD,,290.98,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8,1,2,35.2,Seller_29,Hebron,KY,United States,161,61,0.7252,0,11,97,"$2,663.82"
ANNKE 4MP Wireless Security Camera System Wifi Solar Battery Powered 2 Way Audio,Annke,N98WHR-81BJ,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$109.19,,$0.00,$0.00,0,Mid-Range ($75–$200),4.702206,,$97.00,$100.00,N98WHR-81BJ,,213.38,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,49.46,Seller_29,Hebron,KY,United States,162,60,0.7297,0,3,99.2,"$10,591.43"
ANNKE 8CH NVR 4K Audio POE Security Camera System Human Vehicle Detection Color,Annke,AU-N98PBL-91DF,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$139.79,$236.93,$41.00,$97.14,1,Mid-Range ($75–$200),4.947269,$17.47,$6.00,$12.00,AU-N98PBL-91DF,,52.422,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8,1,2,50.53,Seller_29,Hebron,KY,United States,161,61,0.7252,0,62,83,$838.74
ANNKE 8CH 3K 1TB DVR 5MP Full Color Security Camera System 24/7 Audio Recording,Annke,DW81KT+R1CW,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$299.69,,$0.00,$0.00,0,Premium ($200–$500),5.70608,$37.46,$69.00,$19.00,DW81KT+R1CW,,594.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,60.46,Seller_29,Hebron,KY,United States,161,61,0.7252,0,11,97,"$20,678.61"
ANNKE 4K/3K/5MP 16CH/32CH Digital Video Recorder 5in1 DVR for Security Camera,Annke,D961BC/DX31NB/DW61LN,,Voice Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$104.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.663345,$6.56,$96.00,$100.00,D961BC/DX31NB/DW61LN,,204.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,1,1,49.44,Seller_29,Hebron,KY,United States,162,60,0.7297,0,2,99.5,"$10,079.04"
ANNKE 4K 8MP Audio POE IP Security Camera Outdoor IP67 Color Night Vision C800,Annke,I91DF,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$219.96,,$0.00,$0.00,0,Premium ($200–$500),5.397982,,$13.00,$100.00,I91DF,,434.92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,34.36,Seller_29,Rowland Heights,CA,United States,162,60,0.7297,0,3,99.2,"$2,859.48"
ANNKE 5MP Wifi 8CH NVR 3MP Outdoor Wireless Security Camera System Two Way Audio,Annke,N48WHR0-V2-74GK,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$129.93,,$0.00,$0.00,0,Mid-Range ($75–$200),4.874663,$16.24,$79.00,$100.00,N48WHR0-V2-74GK,,254.86,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,8,1,3,47.41,Seller_29,,,,0,0,,0,3,99.2,"$10,264.47"
ANNKE 12MP 8CH NVR 4K Color Dual-Lens POE Security Camera System Two Way Audio,Annke,N98PBK-91ET,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$188.49,,$0.00,$0.00,0,Mid-Range ($75–$200),5.244336,$23.56,$11.00,$19.00,N98PBK-91ET,,371.98,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8,1,2,28.56,Seller_29,,,,0,0,,0,196,46.3,"$2,073.39"
ANNKE 16CH DVR 5MP Audio Security Camera System Outdoor Color Night Vision H.265,Annke,AU-DW61LN-R1CW,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$192.39,,$0.00,$0.00,0,Mid-Range ($75–$200),5.264709,$12.02,$248.00,$30.00,AU-DW61LN-R1CW,,379.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,16,1,3,65.26,Seller_29,,,,0,0,,0,5,98.6,"$47,712.72"
ANNKE 8/16/32CH 1080P/5MP Lite 5in1 DVR Video Recorder For CCTV Security Camera,Annke,AU-DT61BS000/DW61LN/DW81KN/DX31NB,,DVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$59.39,,$0.00,$0.00,0,Value ($25–$75),4.100824,$1.86,$158.00,$95.00,AU-DT61BS000/DW61LN/DW81KN/DX31NB,,113.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32,1,1,53.09,Seller_29,,,,0,0,,0,23,93.7,"$9,383.62"
SANNCE 16CH 8MP NVR 4K Two Way Audio PoE PT Security Camera System Auto Tracking,Sannce,N96PBK-91FT,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$319.79,,$0.00,$0.00,0,Premium ($200–$500),5.770787,$19.99,$53.00,$20.00,N96PBK-91FT,,634.58,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,16,1,2,58.8,Seller_29,,,,0,0,,0,3,99.2,"$16,948.87"
ZOSI 3K Lite Security Camera System 8 Bullet Cameras 1TB,Zosi,,,Security Camera System,Security Cameras,Other/Generic,Other Brand,New,5,$387.56,,$0.00,$0.00,0,Premium ($200–$500),5.962448,,,$3.00,,,770.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,Seller_290,Thousand Oaks,California,United States,64,148,0.3019,0,,,$0.00
Lorex LNB4321-C 4MP HD IP IR Bullet Camera Untested,Lorex,LNB-4321-C,,Bullet Camera,Security Cameras,Lorex,Prosumer,Used,2,$61.59,$69.99,$12.00,$8.40,1,Value ($25–$75),4.136606,,$11.00,$29.00,LNB-4321-C,,3.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,14.6,Seller_291,Saint Joseph,Michigan,United States,162,18,0.9,0,,,$677.49
"8MP 4K Window Camera,2.4GHz & 5GHz WiFi Window Cameras for Home Security with Co",Abetap,,7445023784729,Other,Security Cameras,Other/Generic,Other Brand,New,5,$66.79,,$0.00,$0.00,0,Value ($25–$75),4.216415,,$1.00,$3.00,,7445023784730,128.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,39.43,Seller_292,Kansas City,Missouri,United States,1,27,0.0357,1,7,98.1,$66.79
Arlo Rechargeable Battery VMA5400-10000S for Pro 3 Pro 4 Pro 5S 2K Ultra Genuine,Arlo,VMA5400-10000S,606449138467,Cable/Accessory,Accessories,Arlo,Premium Consumer,New,5,$49.99,,$0.00,$0.00,0,Value ($25–$75),3.93163,,$69.00,$22.00,VMA5400-10000S,606449138468,94.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,58.68,Seller_293,Waterford,Michigan,United States,1,11,0.0833,1,20,94.5,"$3,449.31"
Google Nest Cam IQ Outdoor A0055 & NC4100US Camera Only Tested Replacement,Google Nest,A0055,,Camera,IP/Smart Camera Systems,Google Nest,Premium Consumer,Used,2,$77.39,$85.99,$10.00,$8.60,1,Mid-Range ($75–$200),4.361696,,$7.00,$10.00,A0056,,2.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,19.47,Seller_294,Stafford,Texas,United States,162,60,0.7297,0,,,$541.73
Google NEST Cam IQ Indoor Smart 1080P HD Security Camera A0053 NC3100US Nice,Google Nest,,,Camera,IP/Smart Camera Systems,Google Nest,Premium Consumer,New,5,$71.98,$79.98,$10.00,$8.00,1,Value ($25–$75),4.290185,,$950.00,$10.00,,,1.134666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,65.59,Seller_294,Stafford,TX,United States,162,60,0.7297,0,85,76.7,"$68,381.00"
SimpliSafe Original Generation (ES1000) Door/Window Entry Sensor - BRAND NEW,Simplisafe,,,Door Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$9.95,,$0.00,$0.00,0,Budget (<$25),2.393339,,$420.00,$10.00,,,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,68.92,Seller_295,Barnegat,New Jersey,United States,162,59,0.733,0,2,99.5,"$4,179.00"
2 x Wi-Fi Smart Camera Full HD 1080p Motion Detector/Spay camera/Mini /Charge,Monrade,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$16.95,,$0.00,$0.00,0,Budget (<$25),2.88759,,$18.00,$10.00,,,28.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,50.8,Seller_296,Rancho Cucamonga,CA,United States,168,11,0.9385,0,60,83.6,$305.10
4 x Wi-Fi Smart Camera Full HD 1080p Motion Detector/Spay camera/Mini /Charge,Monrade,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$26.95,$29.95,$10.02,$3.00,1,Value ($25–$75),3.330417,,$12.00,$10.00,,,1.475333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,43.07,Seller_296,Rancho Cucamonga,CA,United States,168,11,0.9385,0,143,60.8,$323.40
"Nuvico Digital Video Recorder, ED-P400 - Untested",Nuvico,,,?,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$50.00,,$0.00,$0.00,0,Value ($25–$75),3.931826,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,25.47,Seller_297,Alliance,OH,United States,168,11,0.9385,0,55,84.9,$0.00
Mini Camera WiFi 1080P HD Home PIR DVR Camcorder Night Vision Home Security Cam,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$17.99,,$0.00,$0.00,0,Budget (<$25),2.943913,,"$1,522.00",$10.00,,,30.98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,3,69.59,Seller_298,Hebron,KY,United States,168,13,0.9282,0,2,99.5,"$27,380.78"
NEW HID iCLASS Smart Card 2100PGGMN Format H53536 (1 Card),Hid,,,Door Entry System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$8.94,,$0.00,$0.00,0,Budget (<$25),2.296567,,$8.00,$10.00,,,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,17.78,Seller_299,Arvada,CO,United States,168,11,0.9385,0,,,$71.52
Reolink Go PT Ultra Outdoor 4G LTE Battery Solar Powered Security Camera PanTilt,Reolink,Go PT Ultra with Solar Panel,,4G Lte Security Camera,Security Cameras,Reolink,Prosumer,Certified Refurbished,3,$137.99,$229.99,$40.00,$92.00,1,Mid-Range ($75–$200),4.934402,,$62.00,$19.00,Go PT Ultra with Solar Panel,,50.20066667,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,72.47,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$8,555.38"
Micro SDXC Class 10 TF Memory Card for Reolink Security Camera 64/128/256GB,Reolink,,,Accessories,Accessories,Reolink,Prosumer,New,5,$27.99,,$0.00,$0.00,0,Value ($25–$75),3.366951,,$12.00,$10.00,,,50.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,51.58,Seller_3,Houston,Texas,United States,1,28,0.0345,1,3,99.2,$335.88
Reolink 3W/6W/12W Solar Panel Non Stop Power for All Battery Security Cameras,Reolink,,,Accessories,Accessories,Reolink,Prosumer,New,5,$29.99,,$0.00,$0.00,0,Value ($25–$75),3.433665,,$35.00,$10.00,,,54.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,60.96,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$1,049.65"
Reolink 5MP POE Security Camera System 8CH NVR RLN8-410 2TB HDD Smart Detection,Reolink,,,Bullet Camera,IP/Smart Camera Systems,Reolink,Prosumer,Certified Refurbished,3,$669.99,,$0.00,$0.00,0,High-End ($500–$1.5K),6.508754,$83.75,$20.00,$10.00,,,1336.98,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8,1,2,56.25,Seller_3,Houston,Texas,United States,1,28,0.0345,1,5,98.6,"$13,399.80"
Reolink Duo 2 PoE 4K Security Camera System Outdoor Human/Vehicle/Pet Detection,Reolink,,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,$149.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.017214,,$78.00,$20.00,,,294.98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,61.6,Seller_3,Houston,Texas,United States,1,28,0.0345,1,3,99.2,"$11,699.22"
Reolink RLC-510A 5MP PoE Security Camera Outdoor Human/Vehicle Detection 4PCS,Reolink,,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,$209.99,,$0.00,$0.00,0,Premium ($200–$500),5.351811,,$46.00,$20.00,,,414.98,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,4,1,57.73,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$9,659.54"
Reolink  1224A 12MP PoE Security Camera Smart Color Night Vision Two-Way Audio,Reolink,PC1224AD6K01,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,$129.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.875121,,$85.00,$20.00,PC1224AD6K02,,254.98,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,61.9,Seller_3,Houston,Texas,United States,1,28,0.0345,1,6,98.4,"$11,049.15"
Reolink Argus 4 Pro + 6W Solar Panel 4K Security Camera 180° Blindspot-Free View,Reolink,,,Bullet Camera,Security Cameras,Reolink,Prosumer,New,5,$179.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.198442,,$49.00,$20.00,,,354.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,57.98,Seller_3,Houston,Texas,United States,1,28,0.0345,1,5,98.6,"$8,819.51"
Reolink 5MP PoE Security Camera System 8CH 2TB HDD NVR 24/7 Video Recording,Reolink,,725423889475,Complete System,IP/Smart Camera Systems,Reolink,Prosumer,New,5,$439.99,,$0.00,$0.00,0,Premium ($200–$500),6.089022,$55.00,$13.00,$30.00,,725423889476,874.98,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,41.94,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$5,719.87"
Reolink 5MP 16 Channel 4TB HDD NVR Outdoor PoE DIY CCTV Security Camera System,Reolink,,,Dome Camera,IP/Smart Camera Systems,Reolink,Prosumer,New,5,"$1,149.00",,$0.00,$0.00,0,High-End ($500–$1.5K),7.047517,$71.81,$47.00,$5.00,,,2293,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,16,1,1,66,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$54,003.00"
Reolink Elite WiFi 8MP 4K Dual-Lens Plug-in Security Camera Color Night Vision,Reolink,,,Dual-Lens Plug-In Security Camera,Security Cameras,Reolink,Prosumer,New,5,$139.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.948689,,$64.00,$9.00,,,274.98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,64.92,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$8,959.36"
Reolink E1 4MP 360° PT WiFi Security Camera Indoor Crying Detection AutoTracking,Reolink,,,E1,Security Cameras,Reolink,Prosumer,New,5,$39.99,,$0.00,$0.00,0,Value ($25–$75),3.713328,,$258.00,$29.00,,,74.98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,65.72,Seller_3,Houston,Texas,United States,1,28,0.0345,1,3,99.2,"$10,317.42"
Reolink 16CH NVR Network Video Recorder for Security Camera System with 4TB HDD,Reolink,,,NVR,IP/Smart Camera Systems,Reolink,Prosumer,Certified Refurbished,3,$239.99,$399.99,$40.00,$160.00,1,Premium ($200–$500),5.484755,$15.00,$131.00,$19.00,,,79.66733333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1,1,76.78,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$31,438.69"
Reolink Home Hub Wireless Security Center Encrypted Expandable Local Storage,Reolink,,,NVR,IP/Smart Camera Systems,Reolink,Prosumer,New,5,$134.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.912581,,$38.00,$20.00,,,264.98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,2,55.88,Seller_3,Houston,Texas,United States,1,28,0.0345,1,4,98.9,"$5,129.62"
Reolink Duo 3 WiFi 16MP WiFi 6 Security IP Camera Outdoor 180° Ultra-Wide Angle,Reolink,,,Panoramic,Security Cameras,Reolink,Prosumer,New,5,$199.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.303255,,$67.00,$20.00,,,394.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,60.05,Seller_3,Houston,Texas,United States,1,28,0.0345,1,9,97.5,"$13,399.33"
Reolink Argus PT Ultra 4K 8MP Battery Solar Security Camera WiFi 360° Pan Tilt,Reolink,,,Solar/Battery Camera,Security Cameras,Reolink,Prosumer,New,5,$129.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.875121,,$155.00,$50.00,,,254.98,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,60.09,Seller_3,Houston,Texas,United States,1,28,0.0345,1,2,99.5,"$20,148.45"
Reolink 4K Battery WiFi Outdoor Security Camera Argus PT Ultra + 3W Solar Panel,Reolink,,,Solar/Battery Camera,Security Cameras,Reolink,Prosumer,New,5,$149.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.017214,,$61.00,$20.00,,,294.98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,59.79,Seller_3,Houston,Texas,United States,1,28,0.0345,1,4,98.9,"$9,149.39"
Reolink Junction Box B10 for Security Camera 510A/810A/1212A/Duo 2 PoE/Duo 2wifi,Reolink,,,Reolinkproducts,Security Camera Brackets & Mounts,Reolink,Prosumer,New,5,$27.99,,$0.00,$0.00,0,Value ($25–$75),3.366951,,$46.00,$30.00,,,50.98,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,54.06,Seller_3,,,,0,0,,0,2,99.5,"$1,287.54"
4 NEW Northern Outdoor Cameras 3 Eyeball  DWMVFIR960 1 Bullet B6IROSD,Northern Video,HDMEIIR90W,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,$325.00,,$0.00,$0.00,0,Premium ($200–$500),5.786897,,,,HDMEIIR90W,,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,Seller_30,Sacramento,CA,United States,168,11,0.9385,0,,,$0.00
Samsung Wisenet  8 Ir Bullet Cameras (Sdh-c75083bf) No Dvr Read DESCRIPTION,Samsung,,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$149.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.017214,,,,,,294.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,2,0,Seller_300,Fremont,NE,United States,162,19,0.895,0,,,$0.00
Sale  Mini 4G Wireless Wifi Camera 1080P HD +32GB memory card,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$27.90,,$0.00,$0.00,0,Value ($25–$75),3.363842,,$3.00,$7.00,,,50.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,41.58,Seller_301,New York,New York,United States,1,21,0.0455,1,5,98.6,$83.70
2Pack 10Ft/3M Power Cord and Adapter for Blink Outdoor 4(4Th Gen)/(3Rd Gen)/Blin,Ito,,,Other,Accessories,Blink (Amazon),Other Brand,New,5,$22.24,,$0.00,$0.00,0,Budget (<$25),3.145875,,$9.00,$5.00,,,39.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2,0,55.39,Seller_302,Phoenix,AZ,United States,1,15,0.0625,1,4,98.9,$200.16
ADT OC845 1080p Wireless Outdoor Security Camera | White Color,Adt,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$80.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.394449,,$169.00,$10.00,,,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,66.86,Seller_303,Santa Barbara,CA,United States,168,47,0.7814,0,11,97,"$13,520.00"
New Roku Video Doorbell and Chime SE Wired DS1000R - New/Sealed,Roku,DS1000R,,Wired,Security Cameras,Other/Generic,Other Brand,New,5,$39.88,,$0.00,$0.00,0,Value ($25–$75),3.710641,,$1.00,$1.00,DS1000R,,74.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,20,Seller_304,Tulsa,OK,United States,167,11,0.9382,0,,,$39.88
Sistema De Seguridad 8 Camaras Para Exterior 4K Con Visión Nocturna 8CH 5MP CCTV,Kepeak,,,Home Security Camera System,Security Cameras,Other/Generic,Other Brand,New,5,$102.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.644295,$12.87,$12.00,$396.00,,,200.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,27.4,Seller_305,Los Angeles,United States,United States,168,54,0.7568,0,46,87.4,"$1,235.88"
Verint S1816E 16-Port Video Network Server,Verint,S1816E,,Surveillance Dvrs & Nvrs,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,$325.99,,$0.00,$0.00,0,Premium ($200–$500),5.78993,,,,S1816E,,647.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,28.53,Seller_306,La Habra,CA,United States,168,11,0.9385,0,18,95.1,$0.00
Ring Floodlight Cam Pro Wired 2nd Gen (Newest Model) Retinal 4K - White,Ring,5CCEA3,840414626881,Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$168.95,,$0.00,$0.00,0,Mid-Range ($75–$200),5.135504,,$67.00,$10.00,5CCEA4,840414626882,332.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,63.81,Seller_307,Los Angeles,California,United States,1,28,0.0345,1,12,96.7,"$11,319.65"
Waterproof 656ft Wireless Driveway Alarm Motion Sensor Alarm Indoor Outdoor H2C8,Unknown,,,Other,Uncategorized,Other/Generic,Generic/Unknown,New,5,$18.98,,$0.00,$0.00,0,Budget (<$25),2.994732,,$26.00,$10.00,,,32.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,1,28.89,Seller_308,,,,0,0,,0,,,$493.48
"Solar Security Cameras Outdoor Wireless,4 Cam-Kit,2K 360° Pan & Tilt NEW Openbox",Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$189.89,,$0.00,$0.00,0,Mid-Range ($75–$200),5.251697,,$6.00,$1.00,,,374.78,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,3,34.28,Seller_309,Temple City,CA,United States,162,20,0.8901,0,,,"$1,139.34"
"Security Cameras Outdoor Wireless, 6Cam Kit, Solar Powered.360 Pan 5MP NEW(open",Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$309.99,,$0.00,$0.00,0,Premium ($200–$500),5.739761,,$1.00,$2.00,,,615.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,13.33,Seller_309,Temple City,CA,United States,162,20,0.8901,0,,,$309.99
"AOSU 2K Solar Security Cameras Wireless Outdoor, 4 Solar Camera for Home",Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$159.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.081342,,$6.00,$1.00,,,315.98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,61.82,Seller_309,Temple City,California,United States,162,20,0.8901,0,30,91.8,$959.94
Wireless Driveway Alarm Infrared Motion Sensor Home Garage Alert Security System,Unknown,,,Alarm,Sensors & Motion Detectors,Other/Generic,Generic/Unknown,New,5,$15.89,,$0.00,$0.00,0,Budget (<$25),2.826722,,"$2,108.00",$10.00,,,26.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,67.11,Seller_31,Meadow Lands,Pennsylvania,United States,1,27,0.0357,1,33,91,"$33,496.12"
2Pack Dummy Fake Camera Surveillance Security CCTV Dome Indoor Outdoor LED Light,Unknown,,,Dummy Camera,Dummy Cameras,Other/Generic,Generic/Unknown,New,5,$13.49,$14.99,$10.01,$1.50,1,Budget (<$25),2.673459,,$30.00,$10.00,,,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,2,0,51.24,Seller_31,Meadow Lands,Pennsylvania,United States,1,26,0.037,1,143,60.8,$404.70
(Lot of 5) Vivint Smart Home Touchscreen Control Panel | VS-SH2000-C00,Vivint,,,Touch Screen,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$145.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.983607,,$34.00,$10.00,,,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,57.94,Seller_310,Salt Lake City,UT,United States,168,11,0.9385,0,36,90.1,"$4,930.00"
